municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"320334 Marechal Floriano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3
"320350 Montanha";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;7
"320450 Santa Leopoldina";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;2;-;6;-;-;3;2;-;-;-;-;-;-;-;20
"320490 São Mateus";-;1;-;1;7;3;1;1;-;1;2;1;3;1;2;1;-;-;1;2;2;-;7;2;1;-;-;-;-;-;1;2;-;-;-;17;1;1;245;11;6;-;22;13;6;2;74;56;132;92;73;1;5;4;-;-;40;2;846
"320500 Serra";4;3;1;14;21;8;60;3;2;-;10;7;121;2;17;6;-;-;25;2;20;15;8;14;15;15;13;11;16;12;15;5;13;14;2;57;9;4;1166;44;1;1;88;50;73;28;364;149;163;657;193;54;90;10;2;3;67;1;3768
"320506 Venda Nova do Imigrante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;5;1;-;-;-;-;-;-;-;10
"320510 Viana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3
"320517 Vila Valério";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"320520 Vila Velha";2;6;2;4;22;8;10;4;3;4;8;7;19;4;6;2;4;-;6;10;22;-;11;10;15;15;13;4;14;9;9;5;17;17;5;61;3;1;893;59;3;-;113;50;46;20;234;68;161;320;259;25;9;53;-;4;52;7;2738
"320530 Vitória";7;9;5;25;32;20;171;9;9;6;17;14;76;23;29;7;6;-;28;28;70;59;24;35;60;49;52;49;62;47;49;30;65;72;16;229;14;9;859;98;9;17;234;81;61;36;386;179;526;1171;393;116;172;2;1;4;109;21;5987
"330020 Araruama";-;-;-;3;-;1;-;-;-;-;1;-;1;-;1;-;-;-;2;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;7;1;-;137;4;-;-;9;-;7;-;63;13;-;34;42;-;-;-;-;-;3;-;335
"330100 Campos dos Goytacazes";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;12;-;-;-;1;-;-;-;6;-;6;18;2;-;-;-;-;-;-;-;49
"330130 Casimiro de Abreu";-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;2;-;3;-;1;5;3;-;-;-;-;-;-;-;24
"330170 Duque de Caxias";-;-;-;-;8;-;2;-;-;-;1;1;2;1;3;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;1;-;-;1;-;18;-;-;296;6;6;7;7;6;21;2;112;22;112;63;92;-;-;-;-;-;1;-;795
"330190 Itaboraí";-;-;-;1;6;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;1;-;212;-;-;-;10;-;1;1;10;-;14;53;19;1;1;2;2;-;3;1;354
"330250 Magé";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;10;-;-;-;2;-;-;-;7;-;7;12;4;-;-;-;-;-;-;-;46
"330285 Mesquita";-;-;-;-;2;-;1;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;21;20;-;-;5;1;6;-;15;-;17;16;6;-;-;-;-;-;-;-;116
"330320 Nilópolis";-;-;-;2;1;-;-;-;-;-;1;-;3;3;3;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;5;-;-;7;-;-;131;9;-;-;-;30;-;30;152;19;-;-;-;-;-;-;-;400
"330330 Niterói";-;-;-;6;5;1;3;2;-;-;1;-;5;-;1;-;-;-;3;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;24;1;-;58;11;-;-;17;32;29;1;117;7;126;71;68;-;-;-;-;-;3;-;598
"330350 Nova Iguaçu";-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;17;-;-;-;2;-;-;-;-;-;13;35;2;-;-;-;-;-;-;-;77
"330370 Paraíba do Sul";-;-;-;-;4;2;-;-;-;-;1;-;3;-;1;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;7;-;-;45;-;-;68;12;-;-;-;23;-;22;25;18;-;-;-;-;-;-;-;235
"330414 Queimados";-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;11;-;-;-;1;-;-;-;3;-;14;15;4;-;-;-;-;-;-;-;53
"330455 Rio de Janeiro";1;2;5;25;33;12;13;6;-;9;15;5;34;22;29;4;-;-;8;3;17;5;11;10;1;1;1;1;1;1;1;1;1;1;1;104;6;7;1538;41;2;1;198;53;109;21;589;245;253;969;460;10;10;2;4;9;53;7;4971
"330490 São Gonçalo";-;-;-;-;10;2;2;5;-;-;3;1;-;1;2;-;-;-;2;-;2;-;1;3;-;-;-;-;-;-;5;-;-;1;-;16;-;-;426;-;-;-;23;-;2;5;156;140;156;213;129;-;-;-;-;-;3;-;1309
"330510 São João de Meriti";-;1;1;2;1;-;1;-;-;-;-;-;2;1;-;1;-;-;1;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;145;33;-;-;8;40;20;2;35;35;35;100;24;-;-;-;-;-;-;-;503
"330520 São Pedro da Aldeia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;9;-;-;-;2;-;-;-;8;-;8;7;4;-;-;-;-;-;-;-;41
"330550 Saquarema";-;1;-;1;-;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;10;10;-;-;-;-;15;-;-;-;-;12;-;-;-;-;-;-;-;-;54
"330630 Volta Redonda";-;-;-;1;1;1;-;-;-;1;1;1;1;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;100;1;-;-;6;-;1;1;41;8;33;80;36;-;-;-;-;-;-;-;319
"350170 Américo Brasiliense";-;1;-;1;3;2;2;-;1;-;1;-;-;4;-;1;-;-;5;7;8;-;8;1;7;3;3;3;3;3;6;2;3;3;1;9;2;-;145;-;-;-;14;-;-;2;43;8;-;65;31;-;2;-;-;-;2;-;405
"350190 Amparo";-;1;-;-;1;-;-;-;-;-;-;-;1;-;2;1;-;-;1;1;1;1;-;-;3;3;2;1;2;2;3;-;1;4;1;3;1;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;41
"350210 Andradina";-;1;-;-;5;-;-;-;1;-;1;1;2;2;2;1;-;-;1;1;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;8;1;-;30;2;-;-;9;3;3;-;28;-;6;14;11;4;4;-;-;-;-;-;146
"350250 Aparecida";1;-;-;3;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;1;1;1;1;-;4;-;-;64;3;-;5;11;2;4;1;4;13;28;23;17;-;-;-;-;-;-;-;196
"350280 Araçatuba";-;2;-;5;4;1;-;2;1;1;2;2;4;2;1;2;-;-;4;2;7;1;5;2;-;-;-;-;-;-;-;-;-;-;-;13;1;1;93;7;-;-;39;8;39;3;97;6;36;87;42;4;3;-;-;1;22;-;552
"350320 Araraquara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"350330 Araras";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;4;-;-;-;3;-;-;12;1;-;-;-;-;-;-;-;25
"350400 Assis";-;2;-;2;3;-;-;-;1;-;2;-;3;1;1;2;-;-;2;2;3;-;1;3;-;-;-;-;-;-;-;-;-;-;-;5;4;-;120;11;-;-;16;8;19;-;40;-;4;49;45;1;2;-;-;-;3;-;355
"350410 Atibaia";-;2;-;-;2;-;-;-;1;-;1;-;-;-;1;1;-;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;4;-;-;-;-;-;20;-;1;-;-;-;-;-;-;-;43
"350550 Barretos";3;5;3;3;3;2;4;4;-;-;5;2;9;1;-;4;-;-;7;3;23;15;5;1;-;-;-;-;-;-;-;-;-;-;-;12;2;38;500;-;-;-;36;-;-;4;49;10;41;107;22;2;10;-;6;-;6;1;948
"350600 Bauru";3;2;-;11;8;3;36;-;1;2;6;1;9;2;4;2;-;-;11;2;4;2;3;16;4;4;4;2;4;2;7;1;4;7;-;46;5;-;280;10;1;-;47;11;24;6;123;10;111;174;112;10;14;-;11;3;74;4;1243
"350610 Bebedouro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;35;-;38
"350750 Botucatu";2;2;-;-;14;-;-;4;1;4;4;1;14;11;3;2;-;-;7;9;17;8;11;9;8;7;7;2;8;8;8;5;6;13;3;63;2;2;601;23;2;-;57;26;30;6;231;36;43;53;111;4;13;-;8;2;44;-;1555
"350760 Bragança Paulista";-;1;-;2;4;-;-;1;-;-;1;-;1;3;-;1;-;-;1;1;2;-;2;3;-;-;-;-;-;-;-;-;-;-;-;9;1;-;73;17;-;-;14;9;13;3;25;10;14;20;27;-;-;-;1;-;70;-;329
"350870 Caconde";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;5;-;-;2;2;3;-;2;-;2;5;1;-;-;-;-;-;-;-;28
"350900 Caieiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;42;13;2;-;4;8;8;-;3;-;8;30;10;-;-;-;-;-;-;-;133
"350950 Campinas";5;-;1;9;5;6;5;9;10;1;5;2;8;22;2;1;-;1;10;3;18;10;9;15;-;-;-;-;-;-;-;-;-;-;-;36;4;1;289;28;2;4;77;22;57;10;227;26;79;161;97;11;18;-;12;1;102;94;1515
"350970 Campos do Jordão";-;1;-;1;1;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;6;-;-;-;2;-;-;-;4;-;4;6;6;2;2;-;-;-;-;3;43
"351050 Caraguatatuba";-;1;-;-;1;-;-;-;-;-;1;-;1;-;1;1;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;-;-;-;2;-;-;-;9;3;7;20;2;-;-;-;-;-;-;-;60
"351060 Carapicuíba";-;1;-;2;1;2;-;-;-;-;1;-;3;2;1;1;-;-;1;-;9;1;1;2;-;2;2;3;3;2;4;1;2;4;1;13;1;-;207;23;-;-;32;21;27;4;125;6;126;61;47;1;5;-;-;-;29;-;780
"351070 Cardoso";-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;-;3;-;-;3;2;1;2;-;-;-;-;1;23
"351080 Casa Branca";-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;3;-;-;-;4;-;-;12;1;3;3;-;-;-;-;1;36
"351110 Catanduva";1;2;-;8;3;4;-;2;2;1;1;2;6;4;1;2;-;-;5;1;11;1;2;4;2;1;1;-;-;1;1;1;3;1;1;17;2;2;127;13;1;-;27;12;20;7;104;9;71;61;53;6;6;-;-;1;17;3;634
"355720 Chavantes";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;4;1;-;-;3;1;2;-;5;-;-;10;2;1;1;-;-;-;-;2;36
"351190 Clementina";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;2;1;-;-;2;-;-;4;1;-;-;-;-;-;-;1;16
"351300 Cotia";-;1;-;1;3;-;-;1;-;-;1;-;1;1;-;1;-;-;1;-;5;-;1;1;1;-;2;1;-;1;2;1;-;1;-;9;-;-;218;12;-;641;13;14;23;4;55;14;52;126;33;-;1;-;-;-;1;-;1243
"351380 Diadema";-;-;-;-;3;1;-;1;-;-;1;1;1;1;-;-;-;-;1;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;7;2;-;152;16;1;-;25;40;41;2;53;5;61;176;63;2;2;-;-;-;91;1;755
"351390 Divinolândia";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;5;5;6;5;2;7;1;7;3;5;9;3;4;-;-;19;2;-;-;7;1;3;2;14;-;1;31;2;-;-;-;-;-;-;-;151
"351440 Dracena";-;1;-;-;1;-;-;-;-;-;1;-;1;-;2;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3;-;-;-;6;-;-;6;2;-;-;-;-;-;-;-;30
"351518 Espírito Santo do Pinhal";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;9
"351550 Fernandópolis";-;-;-;4;4;-;-;2;1;1;1;1;2;1;1;-;-;-;-;1;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;8;-;-;47;3;-;1;9;2;4;3;34;8;37;52;28;2;2;-;-;1;46;-;311
"351570 Ferraz de Vasconcelos";-;1;-;-;7;1;1;-;-;-;1;-;4;2;-;1;-;-;2;-;9;-;1;1;1;1;1;1;1;1;1;1;1;1;1;9;2;-;125;15;-;-;14;27;27;4;57;4;-;120;34;-;1;-;-;-;2;-;483
"351600 Flórida Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;1;1;2;-;1;1;1;2;2;2;1;-;-;-;-;1;21
"351620 Franca";-;2;1;2;13;1;1;1;1;1;2;1;9;6;11;2;-;-;3;1;8;6;7;4;1;-;-;-;1;-;7;-;-;-;-;20;2;2;204;19;1;-;33;40;42;2;136;27;122;153;77;4;11;-;-;1;48;2;1038
"351630 Francisco Morato";-;1;-;1;1;-;-;-;-;1;1;-;1;-;-;1;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;167;10;-;-;15;19;19;3;42;14;42;109;37;-;-;-;-;-;2;-;493
"351640 Franco da Rocha";-;-;1;1;9;-;-;-;-;-;1;-;2;2;-;1;-;-;1;-;5;1;1;3;1;1;2;1;1;1;6;-;1;1;-;18;1;-;334;-;-;-;19;-;-;5;68;7;70;128;34;15;7;2;-;-;1;2;754
"351670 Garça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5;-;-;-;-;-;-;-;-;9
"351870 Guarujá";-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;108;-;-;-;8;-;-;2;-;-;28;30;17;-;-;-;-;-;3;-;203
"351880 Guarulhos";-;2;-;6;5;-;3;3;-;-;2;1;5;2;8;2;-;-;3;3;13;1;3;11;3;3;2;2;3;1;10;1;12;14;1;21;1;-;414;20;-;-;56;30;33;13;158;12;164;196;110;5;8;-;-;-;4;9;1379
"351900 Herculândia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;-;-;1;2;-;-;1;1;-;-;1;-;-;3;1;-;-;-;-;-;-;-;24
"352044 Ilha Solteira";-;1;-;1;2;-;-;-;1;-;1;-;1;1;-;1;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;5;1;-;9;3;-;-;4;1;3;2;23;9;23;28;9;2;2;-;-;-;15;-;152
"352210 Itanhaém";-;-;-;3;3;-;-;-;-;-;1;-;2;-;4;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;7;-;-;-;-;17;-;-;144;11;-;-;13;7;12;2;-;6;40;55;23;-;-;-;-;-;3;-;356
"352220 Itapecerica da Serra";-;1;-;2;2;1;-;2;-;-;1;-;2;1;-;1;-;-;-;1;7;-;3;3;-;1;2;1;1;2;1;-;-;1;1;13;1;-;327;25;-;-;32;15;17;4;93;25;93;152;60;3;5;-;-;-;1;-;903
"352230 Itapetininga";-;1;-;-;1;-;-;-;-;-;-;-;1;1;1;1;-;-;2;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;2;-;-;-;1;-;-;8;-;-;-;-;-;-;39;-;65
"352240 Itapeva";-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;-;3;-;-;-;7;-;32;3;-;-;-;-;-;-;-;-;60
"352250 Itapevi";-;2;-;2;2;1;-;1;1;-;1;-;4;3;3;2;-;-;1;-;10;2;4;-;4;2;2;-;-;2;2;-;2;3;1;11;1;-;221;25;1;-;25;31;31;7;87;13;85;133;60;-;1;-;-;-;1;-;790
"352260 Itapira";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;4;-;-;-;5;-;-;-;5;-;-;27;1;1;1;-;-;-;-;2;50
"352310 Itaquaquecetuba";-;1;-;1;2;-;-;1;-;-;1;-;1;1;2;1;-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;10;-;-;37;26;1;-;16;26;30;3;88;12;88;124;52;4;-;-;-;-;28;4;567
"352390 Itu";-;-;-;4;2;3;2;-;1;-;1;1;2;-;3;-;-;-;-;-;2;1;1;3;-;-;-;-;-;-;-;-;-;-;-;12;1;-;60;6;-;-;16;9;14;1;50;-;6;45;39;6;5;-;-;-;111;6;413
"352410 Ituverava";-;1;-;-;1;-;-;-;1;-;-;-;1;1;1;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;2;-;-;-;-;-;35;2;-;2;1;-;-;-;-;1;57
"352450 Jaci";-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;4;-;-;1;3;-;3;8;2;-;3;-;-;-;-;-;34
"352480 Jales";1;1;1;3;5;1;1;-;-;-;3;1;6;2;-;2;1;-;1;3;6;12;4;1;-;-;-;-;-;-;-;-;-;-;-;17;2;-;166;5;-;1;22;5;7;3;78;17;77;34;29;1;4;-;-;-;1;-;524
"352530 Jaú";3;1;-;1;2;1;-;2;-;1;1;-;5;-;1;1;-;1;7;32;7;-;10;3;1;1;1;1;-;-;1;-;-;1;-;20;1;-;195;-;-;-;29;-;-;3;7;105;-;54;41;4;7;-;4;-;1;-;556
"352570 José Bonifácio";-;1;-;1;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;2;-;-;3;2;3;-;3;-;1;10;3;-;-;-;-;-;-;-;38
"352590 Jundiaí";-;2;-;-;5;-;-;-;1;1;1;-;5;1;-;1;-;-;3;2;12;2;2;2;2;2;1;1;-;1;2;1;1;2;1;8;1;-;61;-;-;-;15;-;-;2;53;3;138;61;19;1;4;-;-;-;85;-;505
"352690 Limeira";-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;2;-;3;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;2;-;-;-;1;-;3;3;1;1;1;-;-;-;-;-;31
"352710 Lins";-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;1;-;-;-;2;-;-;-;2;-;3;13;1;1;2;-;-;-;-;2;36
"352720 Lorena";-;1;-;1;-;-;-;-;-;-;1;-;2;1;-;1;-;-;-;1;8;3;-;1;2;2;2;1;3;2;2;3;1;1;1;2;1;-;2;-;-;-;3;-;-;1;-;-;-;15;1;-;-;-;-;-;-;-;65
"352900 Marília";1;2;1;2;3;-;-;3;1;1;3;2;3;2;-;2;1;-;1;1;2;-;3;4;1;1;1;1;1;1;1;1;1;1;1;6;2;-;115;7;-;-;27;14;22;-;47;32;13;82;50;4;5;-;1;-;-;2;478
"352930 Matão";-;2;-;2;3;-;-;1;1;-;1;1;5;1;-;1;-;-;-;-;7;-;-;3;-;-;-;-;-;-;-;-;-;-;-;5;3;1;70;4;-;-;10;7;14;3;48;-;22;80;35;-;1;-;-;-;29;-;360
"352940 Mauá";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;10;-;-;2;2;2;2;2;2;1;-;4;2;1;2;1;-;1;-;-;-;4;-;-;-;2;-;-;48;-;-;-;-;-;-;-;-;91
"353010 Mirandópolis";-;1;-;-;3;-;-;1;-;-;1;-;1;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;36;3;-;-;2;4;5;4;14;-;14;6;10;-;-;-;-;-;-;-;111
"353060 Mogi das Cruzes";-;2;-;2;9;-;-;-;1;-;1;1;4;3;1;2;-;-;3;-;8;1;-;2;-;-;-;-;-;-;-;-;-;-;-;30;4;-;244;2;-;-;43;1;7;6;194;-;143;100;145;10;8;-;-;-;61;1;1039
"353070 Mogi Guaçu";-;1;-;-;1;-;-;-;-;-;-;-;4;-;-;1;-;-;2;1;2;1;-;1;2;1;1;1;1;1;3;-;2;2;1;2;1;-;-;-;-;-;2;-;-;-;7;-;-;3;-;-;1;-;-;-;-;1;46
"353080 Mogi Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;9;-;-;-;-;-;17
"353140 Monte Aprazível";-;1;-;1;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;2;-;2;-;13;-;-;4;3;-;-;-;-;-;-;-;34
"353260 Nhandeara";-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;4;6;-;-;2;2;2;1;7;1;7;5;3;1;1;-;-;-;-;-;48
"353300 Nova Granada";-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;1;1;1;1;1;1;1;-;-;-;-;1;-;2;-;-;-;2;-;-;3;1;3;-;3;4;1;8;1;1;1;-;-;-;-;-;44
"353440 Osasco";-;-;-;2;1;-;-;2;-;1;1;1;3;2;-;-;-;-;2;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9;-;-;83;24;-;-;7;14;34;-;38;1;-;40;45;-;-;-;-;-;54;-;370
"353470 Ourinhos";-;1;-;-;1;-;-;-;-;-;-;-;1;-;2;1;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;20
"353620 Pariquera-Açu";-;1;-;2;4;-;1;-;-;-;2;-;4;4;2;-;1;-;2;2;7;1;4;3;2;2;3;2;3;2;2;1;2;3;1;9;2;-;150;12;-;-;20;10;12;3;14;3;74;40;33;3;8;-;-;-;32;-;488
"353630 Patrocínio Paulista";-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;-;1;1;3;-;1;-;-;3;1;-;-;-;-;-;-;-;24
"353700 Pedregulho";-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;3;-;-;3;1;2;-;3;-;-;7;2;-;-;-;-;-;-;-;30
"353870 Piracicaba";-;-;-;1;3;-;-;2;-;-;1;1;1;-;2;-;-;-;2;-;5;10;1;3;2;2;2;1;2;2;3;1;3;5;-;6;-;8;3;-;-;-;9;-;-;2;75;23;63;5;28;-;-;-;-;-;4;-;281
